dataset_id,model_id,according accuracy
9,819,0.812
58,653,0.716
18,295,0.926
18,470,0.927
31,645,0.9178
31,597,0.9303
26,766,0.9427
18,853,0.9205
18,650,0.9305
18,607,0.918
26,271,0.9014
18,535,0.9235
26,860,0.8603
31,484,0.8733
7,721,0.924
31,841,0.9672
64,517,0.634
14,861,0.9455
18,377,0.9285
14,620,0.9171
26,530,0.9358
33,688,0.913
26,846,0.9323
26,480,0.9335
18,191,0.896
62,322,0.75
14,649,0.9171
26,932,0.9278
18,268,0.922
58,914,0.819
18,859,0.9245
18,742,0.9225
18,683,0.924
32,170,0.935
18,984,0.9215
32,167,0.937
26,360,0.6643
18,817,0.9265
31,855,0.8767
26,871,0.9014
31,851,0.904
26,406,0.1268
18,631,0.9
38,178,0.923
26,425,0.8406
64,885,0.56
14,829,0.9184
14,864,0.9487
49,776,0.833
18,711,0.9215
18,658,0.915
10,214,0.537
22,197,0.749
64,804,0.642
14,614,0.9323
18,681,0.924
31,564,0.86
32,84,0.902
18,142,0.9235
55,478,0.834
26,427,0.1549
10,210,0.532
26,577,0.8345
18,911,0.921
31,181,0.8567
14,679,0.9474
18,989,0.933
26,970,0.8529
31,591,0.8733
26,691,0.6209
14,865,0.92
18,549,0.9245
26,131,0.6643
18,705,0.913
18,534,0.926
26,356,0.6715
14,267,0.9148
14,550,0.9477
26,137,0.5634
26,349,0.8326
31,297,0.87
31,574,0.87
4,273,0.932
31,657,0.8767
12,561,0.761
14,982,0.9184
26,303,0.8456
14,514,0.9352
11,229,0.89
31,321,0.9126
18,888,0.924
26,994,0.7034
14,587,0.9174
26,706,0.9399
31,327,0.8867
18,294,0.924
18,891,0.9285
18,808,0.9245
55,483,0.744
17,473,0.497
25,872,0.992
18,68,0.928
53,814,0.993
24,469,0.742
18,810,0.9215
14,284,0.9448
18,239,0.9295
8,194,0.59
18,86,0.9215
31,543,0.9395
26,693,0.8949
26,941,0.828
10,218,0.548
58,208,0.709
11,212,0.888
18,893,0.838
14,903,0.8265
26,925,0.8205
26,421,0.5523
26,428,0.8505
26,437,0.7867
26,626,0.8314
26,290,0.8968
16,580,0.6745
26,175,0.9346
26,371,0.6426
14,666,0.9187
31,300,0.8633
18,491,0.9245
18,302,0.929
27,568,0.436
18,913,0.921
26,125,0.5352
58,282,0.71
26,97,0.9037
14,875,0.9429
26,695,0.8922
58,234,0.713
18,69,0.927
40,510,0.902
14,744,0.9174
58,233,0.863
18,787,0.9255
14,964,0.9303
31,800,0.8667
26,571,0.8824
31,552,0.8767
18,595,0.921
14,904,0.9158
4,676,0.737
18,467,0.9225
18,747,0.9175
26,886,0.9151
15,506,0.974
0,318,0.938
18,917,0.8885
4,751,0.931
26,121,0.911
26,852,0.8219
31,727,0.8767
26,146,0.848
26,412,0.8848
26,454,0.1408
14,285,0.9187
18,375,0.8955
18,78,0.9275
38,277,0.888
26,661,0.9014
14,201,0.9161
25,325,0.978
26,523,0.6895
31,539,0.8667
64,618,0.24
14,825,0.9152
31,749,0.8633
18,728,0.9245
26,365,0.8847
26,352,0.841
10,217,0.513
52,92,0.711
26,402,0.7878
26,124,0.5487
18,272,0.9215
18,669,0.9405
11,216,0.896
18,540,0.923
18,709,0.924
18,637,0.903
18,651,0.928
14,304,0.9168
11,238,0.895
26,857,0.8603
26,104,0.823
31,812,0.9297
26,948,0.9013
18,624,0.924
26,372,0.9048
14,253,0.9152
47,605,0.831
18,898,0.7825
26,755,0.8567
16,584,0.8038
49,779,0.84
58,206,0.704
18,263,0.9245
18,802,0.9265
18,347,0.834
26,386,0.568
56,713,0.802
18,111,0.924
5,116,0.48
26,790,0.9037
26,499,0.8603
26,395,0.5199
26,378,0.8199
26,127,0.5634
18,874,0.925
26,712,0.5819
26,435,0.7901
26,132,0.5634
18,928,0.9215
58,222,0.561
18,462,0.925
14,342,0.9406
26,407,0.1268
34,629,0.775
18,842,0.923
26,769,0.9644
26,867,0.7328
31,243,0.86
18,726,0.923
31,188,0.86
18,602,0.9265
38,177,0.942
18,938,0.927
26,444,0.5923
18,930,0.92
18,616,0.921
26,400,0.7867
26,990,0.9356
26,456,0.8383
57,171,0.974
26,434,0.4874
26,949,0.7581
14,678,0.9506
18,884,0.923
26,190,0.8206
57,172,0.97
26,289,0.9014
26,106,0.9068
10,227,0.536
31,708,0.9214
18,269,0.9275
18,301,0.9335
18,968,0.928
31,76,0.8767
26,80,0.5493
26,504,0.8456
26,557,0.8616
64,868,0.685
31,644,0.87
26,390,0.7887
26,385,0.5702
18,186,0.9365
44,826,0.815
25,720,0.875
31,922,0.88
26,245,0.8578
26,401,0.7913
14,881,0.9161
58,221,0.462
58,231,0.567
14,665,0.9461
4,675,0.542
26,123,0.5634
18,722,0.924
18,757,0.932
27,546,0.583
26,475,0.8554
26,503,0.8578
18,849,0.924
18,562,0.923
18,953,0.9225
31,459,0.9314
31,939,0.866
18,805,0.926
18,509,0.9285
61,900,0.625
26,690,0.8627
26,432,0.4874
14,143,0.9506
26,381,0.6201
18,202,0.927
55,471,0.726
26,416,0.5717
18,606,0.917
46,960,0.841
26,363,0.7721
26,500,0.8505
18,974,0.9245
32,81,0.902
18,716,0.9255
14,281,0.9742
18,180,0.9425
18,801,0.925
14,151,0.9113
18,936,0.928
55,474,0.709
18,374,0.9245
18,307,0.945
64,326,0.557
18,745,0.934
26,527,0.9246
26,526,0.902
4,153,0.761
26,570,0.8284
4,673,0.502
26,449,0.4838
18,148,0.927
18,155,0.6
26,370,0.8943
26,466,0.8137
18,878,0.927
26,105,0.8382
31,646,0.87
32,169,0.926
14,200,0.941
26,107,0.8989
14,965,0.9165
18,794,0.923
26,697,0.9404
26,760,0.922
64,976,0.568
26,353,0.8603
18,72,0.9215
18,704,0.923
14,740,0.9729
26,502,0.875
64,782,0.967
14,739,0.94
13,259,0.716
64,717,0.592
26,639,0.6814
18,316,0.926
43,558,0.904
18,296,0.9245
26,496,0.9014
18,910,0.928
26,394,0.491
18,741,0.913
31,838,0.9294
58,232,0.783
26,950,0.9323
18,847,0.923
54,592,0.876
26,451,0.8544
14,844,0.9116
14,598,0.9184
10,209,0.499
26,357,0.9232
18,603,0.921
41,854,0.822
18,877,0.927
18,251,0.933
18,985,0.9355
18,836,0.9005
18,292,0.9245
26,763,0.9209
46,820,0.839
58,249,0.809
4,556,0.934
46,870,0.84
45,927,0.796
18,149,0.923
18,576,0.901
58,223,0.786
18,492,0.927
26,261,0.704
26,431,0.6032
52,90,0.722
26,439,0.1408
18,112,0.923
31,255,0.8633
26,410,0.6312
18,182,0.9285
14,737,0.94
26,187,0.945
18,608,0.39
18,809,0.922
46,890,0.843
26,136,0.9083
35,541,0.085
58,225,0.713
31,967,0.9361
14,463,0.9116
18,590,0.931
11,237,0.878
