dataset_id,v1,v2,v3,v4,v5,min_x,min_y,max_x,max_y,mean_y
259,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2884,136431,7936.86663
260,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2656,114869,7520.461894
261,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2550,100977,7164.244692
262,0.057474743,0.070671887,0.092379751,-0.053236238,0.051724409,10,79.97852365,549,20399,1454.739009
263,0.057474743,0.070671887,0.092379751,-0.053236238,0.051724409,10,79.97852365,503,14225,1287.64552
264,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4246,55720,11581.98619
265,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,3619,106650,11028.5019
266,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4232,68076,11970.95095
267,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4578,69348,12741.82429
268,-0.011111946,0.093166617,0.103239502,-0.016142823,0.036964307,10,79.97852365,529,22138,1716.853923
269,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,334,24200,1193.242229
270,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,323,24497,1171.921591
271,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,352,22279,1239.659759
272,0.080289644,0.010038977,0.02194191,-0.048843217,0.030435517,10,79.97852365,335,12884,871.9841402
273,0.080289644,0.010038977,0.02194191,-0.048843217,0.030435517,10,79.97852365,350,12132,913.8569839
274,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,531,33028,1627.078742
275,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,500,20817,1376.861992
276,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.9809472,223,12756,706.9784976
277,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,506,24078,1461.662771
278,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,529,39695,1657.225932
279,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.98339681,379,19208,1153.975077
280,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,220,6541,815.5177423
281,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,230,5904,811.6934985
282,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,274,5236,915.4886878
283,0.04072158,0.087764909,0.104817758,-0.007501523,-0.050698382,10,79.98339681,381,16128,1257.8345
284,0.04072158,0.087764909,0.104817758,-0.007501523,-0.050698382,10,79.98339681,349,21501,1322.366284
285,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,193,10947,698.0694066
286,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,210,5034,692.9216113
287,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,205,4443,689.150245
288,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,210,6905,658.047632
