model,dataset,predict_balance_accuracy,groundtruth_balance_accuracy
1459,47,0.181383145,0.546358364
1460,47,0.80043098,0.80043098
1461,47,0.783090104,0.783090104
1462,47,0.3606,0.562785202
1463,47,0.5,0.913451183
1464,47,0.103347221,0.494752478
1465,47,0.25,0.922084452
1466,47,0.125,0.538597022
1467,47,0.5,0.914742197
1468,47,0.661409052,0.661409052
1469,47,0.878385308,0.878385308
1470,47,0.070951367,0.88841296
1471,47,0.33904354,0.621504698
1847,47,0.481672239,0.179751431
1848,47,0.501423428,0.203638113
1849,47,0.301098074,0.200825776
1850,47,0.200381952,0.182889735
1851,47,0.276005871,0.111151128
1852,47,0.23414392,0.23414392
1853,47,0.503850527,0.146028599
1854,47,0.295833333,0.229190341
1855,47,0.663410663,0.104168937
1856,47,0.189565402,0.132109006
1857,47,0.148952512,0.148952512
1858,47,0.538511305,0.166666667
1859,47,0.528083028,0.087596489
1860,47,0.509621607,0.121767661
1861,47,0.5,0.155439019
1862,47,0.503586112,0.112824533
1863,47,0.433526525,0.276429339
1864,47,0.5,0.166666667
1865,47,0.6845,0.153466626
1866,47,0.166666667,0.166666667
