model,dataset,predict_balance_accuracy,groundtruth_balance_accuracy
311,1,0.472127969,0.501427552
312,1,0.587493941,0.509279086
313,1,0.495395056,0.5
314,1,0.519146873,0.57958601
315,1,0.519146873,0.413276231
316,1,0.480853127,0.5
317,1,0.657779932,0.5
318,1,0.480853127,0.529978587
319,1,0.518662143,0.453961456
320,1,0.519146873,0.429693076
321,1,0.539020843,0.510706638
372,1,0.511875909,0.799428979
373,1,0.480853127,0.762312634
374,1,0.507998061,0.807280514
375,1,0.51720795,0.996074233
376,1,0.521085797,0.996788009
377,1,0.5,0.990720914
378,1,0.476490548,0.99821556
379,1,0.5,0.998929336
380,1,0.527872031,0.996431121
381,1,0.559864275,0.994646681
382,1,0.444013572,0.997144897
383,1,0.5,0.536759458
384,1,0.480853127,0.658815132
385,1,0.660203587,0.813704497
386,1,0.472127969,0.76302641
387,1,0.587493941,0.625624554
388,1,0.495395056,0.974304069
389,1,0.519146873,0.630264097
390,1,0.519146873,0.992148465
391,1,0.480853127,0.606709493
392,1,0.657779932,0.991791577
393,1,0.480853127,0.606352605
394,1,0.518662143,0.990007138
395,1,0.519146873,0.989293362
396,1,0.539020843,0.706995004
422,1,0.497826087,0.5
423,1,0.556521739,0.518915061
424,1,0.532608696,0.563169165
425,1,0.5,0.284796574
426,1,0.5,0.459314775
427,1,0.5,0.518558173
428,1,0.5,0.507137759
429,1,0.5,0.574232691
430,1,0.5,0.513204854
431,1,0.5,0.476445396
432,1,0.5,0.349036403
433,1,0.57826087,0.5
434,1,0.5,0.526052819
435,1,0.5,0.517130621
436,1,0.5,0.528194147
437,1,0.480853127,0.502141328
438,1,0.547826087,0.525695931
439,1,0.476086957,0.5
440,1,0.5,0.267309065
441,1,0.497826087,0.5
442,1,0.5,0.5
443,1,0.463043478,0.528551035
444,1,0.5,0.895788722
445,1,0.417391304,0.937901499
446,1,0.52173913,0.520342612
1022,1,0.5065,0.481798715
1023,1,0.5345,0.48786581
1024,1,0.528,0.452177016
1025,1,0.40769959,0.394361171
1026,1,0.555064689,0.414346895
1027,1,0.5735,0.431120628
1028,1,0.597349322,0.307637402
1029,1,0.668980751,0.374018558
1030,1,0.5915,0.653818701
1031,1,0.40372093,0.501070664
1032,1,0.585,0.459671663
1033,1,0.5,0.5
1034,1,0.617,0.444325482
1035,1,0.5255,0.483940043
1036,1,0.5095,0.513204854
1037,1,0.5,0.427551749
1038,1,0.599,0.461099215
1039,1,0.565,0.41862955
1040,1,0.408372093,0.488579586
1041,1,0.5345,0.467880086
1042,1,0.483,0.496431121
1043,1,0.5345,0.438972163
1044,1,0.671,0.484296931
1045,1,0.715,0.46538187
1046,1,0.523,0.44111349
1347,1,0.5,0.500356888
1348,1,0.4945,0.500713776
1349,1,0.569,0.578515346
1350,1,0.451,0.488222698
1351,1,0.586,0.417915774
1352,1,0.52,0.503568879
1353,1,0.446866667,0.429693076
1354,1,0.4815,0.56923626
1355,1,0.5325,0.45503212
1356,1,0.4995,0.502498216
1357,1,0.6605,0.526766595
1358,1,0.5,0.5
1359,1,0.5,0.500713776
1360,1,0.5,0.529978587
1361,1,0.472,0.500713776
1362,1,0.729678962,0.517130621
1363,1,0.499,0.462883655
1364,1,0.4905,0.496431121
1365,1,0.4545,0.248037116
1366,1,0.5335,0.498572448
1367,1,0.499,0.513204854
1368,1,0.4895,0.505353319
1369,1,0.625,0.913276231
1370,1,0.594,0.947180585
1371,1,0.4225,0.551034975
1472,1,0.725580601,0.518201285
1473,1,0.729678962,0.481441827
1474,1,0.729508197,0.519628837
1475,1,0.49760929,0.490720914
1476,1,0.619706284,0.493576017
1477,1,1.0,0.631334761
1478,1,0.625,0.575303355
1479,1,0.582308743,0.476802284
1480,1,0.419228142,0.618843683
1481,1,0.448258197,0.589578872
1482,1,0.471428571,0.516773733
1483,1,0.729678962,0.5
1484,1,0.729678962,0.5
1485,1,0.729678962,0.505710207
1486,1,0.729678962,0.47751606
1487,1,0.5,0.503211991
1488,1,0.5,0.495003569
1489,1,0.728995902,0.5
1490,1,0.688695355,0.5
1491,1,0.729678962,0.5
1492,1,0.5,0.5
1493,1,0.729678962,0.480728051
1494,1,0.6,0.592790864
1495,1,0.507142857,0.514989293
1496,1,0.729678962,0.5
1622,1,0.729678962,0.508208423
1623,1,0.638490437,0.507851535
1624,1,0.726775956,0.568522484
1625,1,0.503571429,0.481084939
1626,1,0.423066667,0.538900785
1627,1,0.903346995,0.736259814
1628,1,0.663934426,0.311206281
1629,1,0.414959016,0.537830121
1630,1,0.722506831,0.521770164
1631,1,0.744193989,0.505710207
1632,1,0.580771858,0.568879372
1633,1,0.729678962,0.5
1634,1,0.723872951,0.530692363
1635,1,0.733948087,0.562098501
1636,1,0.481215847,0.51391863
1637,1,0.5,0.5
1638,1,0.475,0.535331906
1639,1,0.5,0.480371163
1640,1,0.542857143,0.398286938
1641,1,0.729678962,0.5
1642,1,0.5,0.501427552
1643,1,0.729678962,0.5
1644,1,0.487704918,0.86509636
1645,1,0.807666667,0.947894361
1646,1,0.71875,0.539614561
1797,1,0.493940863,0.433261956
1798,1,0.51720795,0.496074233
1799,1,0.40814348,0.457530335
1800,1,0.434318953,0.463954318
1801,1,0.696073679,0.61598858
1802,1,0.444983034,0.626695218
1803,1,0.492971401,0.628479657
1804,1,0.528356762,0.560670949
1805,1,0.489578284,0.512491078
1806,1,0.521570528,0.369735903
1807,1,0.505574406,0.457530335
1808,1,0.519146873,0.523911492
1809,1,0.508482792,0.473947181
1810,1,0.480853127,0.496431121
1811,1,0.480853127,0.496788009
1812,1,0.499,0.521770164
1813,1,0.480853127,0.496788009
1814,1,0.480853127,0.492862241
1815,1,0.480853127,0.548536759
1816,1,0.480853127,0.526052819
1817,1,0.480853127,0.634189864
1818,1,0.480853127,0.5
1819,1,0.495879787,0.521770164
1820,1,0.489578284,0.533904354
1821,1,0.480853127,0.526766595
322,10,0.557477111,0.557985758
323,10,0.679043744,0.679043744
324,10,0.690233978,0.689725331
325,10,0.498982706,0.498982706
326,10,0.523397762,0.523397762
327,10,0.920651068,0.920651068
328,10,0.53108236,0.322990844
329,10,0.436415273,0.309257375
330,10,0.476093591,0.476093591
331,10,0.553407935,0.553407935
332,10,0.486266531,0.486266531
333,10,0.486775178,0.486775178
334,10,0.500508647,0.500508647
335,10,0.517802645,0.517802645
336,10,0.54069176,0.54069176
337,10,0.520291363,0.501017294
338,10,0.500508647,0.500508647
339,10,0.5,0.5
340,10,0.508138352,0.508138352
341,10,0.5,0.5
342,10,0.534587996,0.534587996
343,10,0.503051882,0.503051882
344,10,0.845879959,0.845879959
345,10,0.856561546,0.856561546
346,10,0.566632757,0.566632757
722,10,0.623092574,0.623092574
723,10,0.681586979,0.682095626
724,10,0.695320448,0.695320448
725,10,0.746185148,0.746185148
726,10,0.684638861,0.684638861
727,10,0.757884028,0.757884028
728,10,0.707527976,0.707527976
729,10,0.789928789,0.789928789
730,10,0.81180061,0.81180061
731,10,0.739572737,0.739572737
732,10,0.871312309,0.871312309
733,10,0.538148525,0.538148525
734,10,0.630722279,0.630722279
735,10,0.589521872,0.589013225
736,10,0.606307223,0.606307223
737,10,0.483250961,0.589013225
738,10,0.723296033,0.723296033
739,10,0.671922686,0.671922686
740,10,0.833672431,0.833672431
741,10,0.519837233,0.519837233
742,10,0.756358087,0.756358087
743,10,0.630722279,0.630722279
744,10,0.681078332,0.681078332
745,10,0.745676501,0.745676501
746,10,0.626653103,0.626653103
1222,10,0.490844354,0.490844354
1223,10,0.631230926,0.631230926
1224,10,0.567141404,0.567141404
1225,10,0.510681587,0.510681587
1226,10,0.506612411,0.506612411
1227,10,0.950661241,0.950661241
1228,10,0.424720244,0.424720244
1229,10,0.550356053,0.550356053
1230,10,0.568667345,0.568667345
1231,10,0.733468973,0.733468973
1232,10,0.686673449,0.686673449
1233,10,0.5,0.5
1234,10,0.498982706,0.498982706
1235,10,0.477110885,0.477110885
1236,10,0.496948118,0.496439471
1237,10,0.575333333,0.508646999
1238,10,0.5,0.5
1239,10,0.5,0.5
1240,10,0.5,0.5
1241,10,0.5,0.5
1242,10,0.501525941,0.501525941
1243,10,0.5,0.5
1244,10,0.837741607,0.837741607
1245,10,0.856052899,0.856052899
1246,10,0.587995931,0.587995931
172,15,0.506059137,0.408794788
173,15,0.46291808,0.457654723
174,15,0.55,0.382736156
175,15,0.528838116,0.5
176,15,0.514070772,0.5
177,15,0.632906102,0.5
178,15,0.527584285,0.5
179,15,0.536639733,0.5
180,15,0.530370577,0.5
181,15,0.512538312,0.503257329
182,15,0.536361103,0.5
183,15,0.500869565,0.368078176
184,15,0.409597673,0.350162866
185,15,0.509452254,0.530944625
186,15,0.430441105,0.501628664
187,15,0.501017294,0.364820847
188,15,0.523822792,0.741042345
189,15,0.425109064,0.519543974
190,15,0.538311507,0.664495114
191,15,0.469704314,0.294788274
192,15,0.538590137,0.747557003
193,15,0.430441105,0.40228013
194,15,0.492059069,0.374592834
195,15,0.474366119,0.30781759
196,15,0.473582162,0.496742671
397,15,0.511875909,0.5
398,15,0.480853127,0.687296417
399,15,0.507998061,0.5
400,15,0.51720795,0.5
401,15,0.521085797,0.5
402,15,0.6535,0.5
403,15,0.476490548,0.5
404,15,0.453,0.5
405,15,0.527872031,0.5
406,15,0.559864275,0.5
407,15,0.444013572,0.5
408,15,0.5,0.408794788
409,15,0.480853127,0.5
410,15,0.660203587,0.5
411,15,0.472127969,0.5
412,15,0.497826087,0.638436482
413,15,0.495395056,0.591205212
414,15,0.519146873,0.557003257
415,15,0.519146873,0.5
416,15,0.480853127,0.470684039
417,15,0.657779932,0.5
418,15,0.480853127,0.618892508
419,15,0.518662143,0.5
420,15,0.519146873,0.48534202
421,15,0.539020843,0.473941368
447,15,0.5,0.931596091
448,15,0.4815,0.95276873
449,15,0.4795,0.964169381
450,15,0.5,0.5
451,15,0.422,0.5
452,15,0.4805,0.5
453,15,0.6105,0.5
454,15,0.8245,0.5
455,15,0.4395,0.688925081
456,15,0.501,0.5
457,15,0.446,0.5
458,15,0.5,0.938110749
459,15,0.513043478,0.956026059
460,15,0.5105,0.949511401
461,15,0.539,0.947882736
462,15,0.480853127,0.942996743
463,15,0.5455,0.7752443
464,15,0.5,0.929967427
465,15,0.595,0.776872964
466,15,0.5,0.970684039
467,15,0.5,0.794788274
468,15,0.478,0.938110749
469,15,0.6305,0.928338762
470,15,0.5535,0.908794788
471,15,0.449,0.95276873
747,15,0.623092574,0.519543974
748,15,0.681586979,0.498371336
749,15,0.695320448,0.513029316
750,15,0.746185148,0.5
751,15,0.684638861,0.5
752,15,0.757884028,0.5
753,15,0.707527976,0.5
754,15,0.789928789,0.5
755,15,0.81180061,0.535830619
756,15,0.739572737,0.465798046
757,15,0.871312309,0.5
758,15,0.538148525,0.589576547
759,15,0.630722279,0.543973941
760,15,0.589521872,0.553745928
761,15,0.606307223,0.589576547
762,15,0.480853127,0.615635179
763,15,0.723296033,0.664495114
764,15,0.671922686,0.529315961
765,15,0.833672431,0.625407166
766,15,0.519837233,0.558631922
767,15,0.756358087,0.600977199
768,15,0.630722279,0.615635179
769,15,0.681078332,0.465798046
770,15,0.745676501,0.504885993
771,15,0.626653103,0.53257329
922,15,0.530434783,0.728013029
923,15,0.515217391,0.63029316
924,15,0.52173913,0.672638436
925,15,0.526609083,0.5
926,15,0.510727222,0.5
927,15,0.625661744,0.498371336
928,15,0.516578434,0.486970684
929,15,0.529116746,0.5
930,15,0.528420173,0.486970684
931,15,0.510309278,0.40228013
932,15,0.542212315,0.5
933,15,0.565217391,0.503257329
934,15,0.423913043,0.509771987
935,15,0.580434783,0.700325733
936,15,0.508695652,0.762214984
937,15,0.508646999,0.527687296
938,15,0.527027027,0.231270358
939,15,0.473913043,0.524429967
940,15,0.542769574,0.288273616
941,15,0.541304348,0.667752443
942,15,0.533156868,0.276872964
943,15,0.410869565,0.693811075
944,15,0.499024798,0.622149837
945,15,0.484954026,0.672638436
946,15,0.597826087,0.522801303
1272,15,0.490844354,0.53257329
1273,15,0.631230926,0.509771987
1274,15,0.567141404,0.314332248
1275,15,0.510681587,0.5
1276,15,0.506612411,0.5
1277,15,0.950661241,0.5
1278,15,0.424720244,0.5
1279,15,0.550356053,0.5
1280,15,0.568667345,0.5
1281,15,0.733468973,0.5
1282,15,0.686673449,0.5
1283,15,0.5,0.5
1284,15,0.498982706,0.578175896
1285,15,0.477110885,0.407166124
1286,15,0.496948118,0.498371336
1287,15,0.508646999,0.5
1288,15,0.5,0.5
1289,15,0.5,0.5
1290,15,0.5,0.5
1291,15,0.5,0.469055375
1292,15,0.501525941,0.486970684
1293,15,0.5,0.5
1294,15,0.837741607,0.5
1295,15,0.856052899,0.5
1296,15,0.587995931,0.5
472,17,0.573081111,0.333333333
473,17,0.576075122,0.333333333
474,17,0.573081111,0.333333333
475,17,0.427054981,0.333333333
476,17,0.573081111,0.364453665
477,17,0.560786106,0.333333333
478,17,0.430457267,0.350276625
479,17,0.410420475,0.415629322
480,17,0.567637452,0.335408022
481,17,0.572945019,0.286652835
482,17,0.509662493,0.335408022
483,17,0.573081111,0.336099585
484,17,0.46720196,0.381396957
485,17,0.578933043,0.333333333
486,17,0.426918889,0.328838174
487,17,0.480853127,0.346818811
488,17,0.426918889,0.333333333
489,17,0.426918889,0.333333333
490,17,0.426918889,0.38208852
491,17,0.573081111,0.333333333
492,17,0.426918889,0.333333333
493,17,0.573081111,0.333333333
494,17,0.87797075,0.553250346
495,17,0.432634731,0.336099585
496,17,0.426918889,0.333333333
497,17,0.573081111,0.333333333
498,17,0.576075122,0.333333333
499,17,0.573081111,0.333333333
500,17,0.427054981,0.333333333
501,17,0.573081111,0.333333333
502,17,0.560786106,0.334370678
503,17,0.430457267,0.333333333
504,17,0.410420475,0.333333333
505,17,0.567637452,0.333333333
506,17,0.572945019,0.333333333
507,17,0.509662493,0.333333333
508,17,0.573081111,0.333333333
509,17,0.46720196,0.333333333
510,17,0.578933043,0.333333333
511,17,0.426918889,0.333333333
512,17,0.445427327,0.333333333
513,17,0.426918889,0.333333333
514,17,0.426918889,0.333333333
515,17,0.426918889,0.333333333
516,17,0.573081111,0.333333333
517,17,0.426918889,0.333333333
518,17,0.573081111,0.333333333
519,17,0.87797075,0.333333333
520,17,0.432634731,0.333333333
521,17,0.426918889,0.333333333
597,17,0.537648054,0.333333333
598,17,0.574873096,0.352697095
599,17,0.554568528,0.371715076
600,17,0.83820841,0.677385892
601,17,0.590036563,0.502074689
602,17,0.755941499,0.699515906
603,17,0.692870201,0.39626556
604,17,0.454296161,0.382434302
605,17,0.720292505,0.333333333
606,17,0.728519196,0.333333333
607,17,0.677787934,0.352005533
608,17,0.487437186,0.30428769
609,17,0.513959391,0.31120332
610,17,0.578680203,0.384163209
611,17,0.401736746,0.338520055
612,17,0.480853127,0.298063624
613,17,0.755941499,0.491701245
614,17,0.639589169,0.321922545
615,17,0.569012797,0.421161826
616,17,0.510050251,0.389004149
617,17,0.780621572,0.335062241
618,17,0.442893401,0.326071923
619,17,0.600548446,0.64626556
620,17,0.660877514,0.522475795
621,17,0.530033841,0.25242047
1372,17,0.964518037,0.93153527
1373,17,0.832840528,0.782157676
1374,17,0.981076286,0.934301521
1375,17,0.626599634,0.970954357
1376,17,0.563071298,0.978907331
1377,17,0.995466194,0.995504841
1378,17,0.579981718,0.977178423
1379,17,0.669104205,0.968188105
1380,17,0.51691042,0.973720609
1381,17,0.589579525,0.978907331
1382,17,0.681444241,0.97406639
1383,17,0.416124581,0.425311203
1384,17,0.9570274,0.925311203
1385,17,0.402650823,0.98824343
1386,17,0.999605756,0.991355463
1387,17,0.84363092,0.926694329
1388,17,0.401279707,0.967150761
1389,17,0.503252513,0.482019364
1390,17,0.414533821,0.976141079
1391,17,0.408372093,0.344052559
1392,17,0.424131627,0.971991701
1393,17,0.655430712,0.645919779
1394,17,0.516497462,0.980636238
1395,17,0.467550274,0.983056708
1396,17,0.944805835,0.883471646
122,32,0.628205128,0.892595575
123,32,0.467948718,0.864970241
124,32,0.426918889,0.911541295
125,32,0.41943386,0.2
126,32,0.434948285,0.2
127,32,0.436853566,0.2
128,32,0.542732716,0.208291765
129,32,0.450054437,0.2
130,32,0.463237614,0.252362144
131,32,0.45850426,0.229504234
132,32,0.426918889,0.20104712
133,32,0.455128205,0.854767854
134,32,0.448717949,0.848400542
135,32,0.596153846,0.88732791
136,32,0.615384615,0.90388069
137,32,0.483250961,0.873604317
138,32,0.807692308,0.412865199
139,32,0.564102564,0.881458987
140,32,0.865384615,0.379180971
141,32,0.519230769,0.884183164
142,32,0.807692308,0.330249726
143,32,0.519230769,0.898462597
144,32,0.600860215,0.770258367
145,32,0.578494624,0.738534281
146,32,0.5,0.878776262
272,32,0.972267985,0.183658713
273,32,0.971169687,0.18115996
274,32,0.977210324,0.18976886
275,32,0.998352554,0.200609756
276,32,0.999176277,0.2
277,32,0.998901702,0.2
278,32,0.999725426,0.2
279,32,0.998901702,0.2
280,32,0.997803405,0.2
281,32,0.998901702,0.199991996
282,32,0.999176277,0.2
283,32,0.765179783,0.132291447
284,32,0.921746293,0.170972914
285,32,0.982152663,0.145098579
286,32,0.984349259,0.176705677
287,32,0.92778693,0.196493196
288,32,0.998627128,0.202079068
289,32,0.95579352,0.127619189
290,32,0.999450851,0.202216606
291,32,0.938495332,0.124007148
292,32,0.997803405,0.201287544
293,32,0.961010434,0.20333063
294,32,0.995606809,0.199597498
295,32,0.99752883,0.196833902
296,32,0.958813839,0.181890784
772,32,0.573081111,0.853900474
773,32,0.573081111,0.894472147
774,32,0.573081111,0.879860107
775,32,0.426918889,0.2
776,32,0.508301579,0.2
777,32,0.85741018,0.2
778,32,0.55525313,0.202432641
779,32,0.46257485,0.2
780,32,0.487163431,0.2
781,32,0.418889494,0.227119713
782,32,0.456586826,0.2
783,32,0.426918889,0.842209507
784,32,0.560968971,0.840659918
785,32,0.426918889,0.85524705
786,32,0.428007621,0.867161508
787,32,0.84363092,0.835792028
788,32,0.573081111,0.32105343
789,32,0.573081111,0.861593845
790,32,0.541643985,0.355550619
791,32,0.573081111,0.836228999
792,32,0.573081111,0.280476455
793,32,0.566820904,0.873608508
794,32,0.558008982,0.689401976
795,32,0.633982036,0.678070346
796,32,0.573081111,0.852066461
872,32,0.426918889,0.88841991
873,32,0.426918889,0.900705039
874,32,0.426918889,0.911984229
875,32,0.445291236,0.2
876,32,0.459036473,0.2
877,32,0.86489521,0.2
878,32,0.453728906,0.214385917
879,32,0.501224823,0.2
880,32,0.573081111,0.2
881,32,0.488296135,0.2592602
882,32,0.547223734,0.2
883,32,0.426918889,0.889212393
884,32,0.466113228,0.862720077
885,32,0.426918889,0.923342441
886,32,0.426918889,0.902065822
887,32,0.544966867,0.849965626
888,32,0.547904192,0.378219362
889,32,0.426918889,0.926168092
890,32,0.426918889,0.359788392
891,32,0.426918889,0.892886681
892,32,0.506668481,0.390309695
893,32,0.426918889,0.905209009
894,32,0.636198106,0.753996183
895,32,0.631463948,0.738446402
896,32,0.426918889,0.903441531
572,35,0.464824121,0.422439024
573,35,0.673366834,0.686829268
574,35,0.494974874,0.518292683
575,35,0.487437186,0.475609756
576,35,0.474874372,0.41195122
577,35,0.944723618,0.987804878
578,35,0.575376884,0.648536585
579,35,0.412698413,0.365365854
580,35,0.577889447,0.584878049
581,35,0.434673367,0.450487805
582,35,0.675879397,0.684878049
583,35,0.487437186,0.5
584,35,0.487437186,0.5
585,35,0.565326633,0.550243902
586,35,0.535175879,0.550243902
587,35,0.899063476,0.510731707
588,35,0.447236181,0.388780488
589,35,0.487437186,0.5
590,35,0.497487437,0.469512195
591,35,0.510050251,0.5
592,35,0.605527638,0.520731707
593,35,0.502512563,0.565121951
594,35,0.718592965,0.713902439
595,35,0.701005025,0.747804878
596,35,0.492462312,0.512195122
947,35,0.442211055,0.442926829
948,35,0.545226131,0.603658537
949,35,0.502512563,0.518292683
950,35,0.630653266,0.650731707
951,35,0.567839196,0.639756098
952,35,0.618090452,0.66
953,35,0.489949749,0.472682927
954,35,0.530150754,0.598536585
955,35,0.537688442,0.479756098
956,35,0.698492462,0.720731707
957,35,0.505025126,0.489512195
958,35,0.530150754,0.52
959,35,0.532663317,0.559756098
960,35,0.570351759,0.557317073
961,35,0.520100503,0.543658537
962,35,0.467336683,0.399756098
963,35,0.497487437,0.547560976
964,35,0.487437186,0.5
965,35,0.507537688,0.493902439
966,35,0.512562814,0.5
967,35,0.512562814,0.5
968,35,0.520100503,0.52
969,35,0.512562814,0.5
970,35,0.515075377,0.5
971,35,0.489949749,0.506097561
1572,35,0.658291457,0.754390244
1573,35,0.731155779,0.795365854
1574,35,0.77638191,0.85804878
1575,35,0.974874372,0.975609756
1576,35,0.979899497,0.981707317
1577,35,0.967336683,0.969512195
1578,35,0.977386935,0.981707317
1579,35,0.979899497,0.981707317
1580,35,0.957286432,0.955609756
1581,35,0.954773869,0.961707317
1582,35,0.959798995,0.937317073
1583,35,0.54248366,0.5
1584,35,0.66080402,0.665853659
1585,35,0.706030151,0.737317073
1586,35,0.655778894,0.696097561
1587,35,0.479708637,0.546829268
1588,35,0.942211055,0.955609756
1589,35,0.487437186,0.506097561
1590,35,0.932160804,0.963414634
1591,35,0.550251256,0.594146341
1592,35,0.881909548,0.847804878
1593,35,0.618090452,0.583414634
1594,35,0.889447236,0.935609756
1595,35,0.927135678,0.955609756
1596,35,0.648241206,0.622439024
147,47,0.611864942,0.18621695
148,47,0.57052698,0.198287566
149,47,0.484064374,0.196665605
150,47,0.494162196,0.12695989
151,47,0.434521931,0.075954505
152,47,0.428210792,0.157023719
153,47,0.444619754,0.156904588
154,47,0.535500158,0.188011978
155,47,0.463237614,0.106116985
156,47,0.45850426,0.134447803
157,47,0.503944462,0.307924978
158,47,0.461028716,0.164898774
159,47,0.510571158,0.162498732
160,47,0.514357842,0.140288682
161,47,0.456295361,0.182632621
162,47,0.518518519,0.17658516
163,47,0.430104134,0.156510569
164,47,0.549069107,0.170712322
165,47,0.431366362,0.166136858
166,47,0.505522247,0.145882511
167,47,0.429157463,0.149152606
168,47,0.638056169,0.119875776
169,47,0.599479167,0.177856075
170,47,0.565625,0.15092421
171,47,0.402335121,0.145331413
897,47,0.499672989,0.188530174
898,47,0.5,0.153341014
899,47,0.468606933,0.175579612
900,47,0.541857423,0.228318426
901,47,0.456480902,0.090711528
902,47,0.853224611,0.188587833
903,47,0.554937868,0.201507684
904,47,0.5029431,0.201555966
905,47,0.579136691,0.131294489
906,47,0.500939261,0.110465678
907,47,0.446043165,0.29677177
908,47,0.5,0.171011949
909,47,0.498364944,0.134697737
910,47,0.501962067,0.160107473
911,47,0.527141923,0.161100672
912,47,0.544966867,0.225286966
913,47,0.544800523,0.211812872
914,47,0.5,0.179796392
915,47,0.500981033,0.175772489
916,47,0.5,0.152687513
917,47,0.444081099,0.107152564
918,47,0.5,0.100684791
919,47,0.631225388,0.058521406
920,47,0.620801483,0.19685389
921,47,0.502289078,0.13924485
1147,47,0.907142857,0.23299862
1148,47,0.792857143,0.212355737
1149,47,0.818074424,0.19865736
1150,47,0.544595393,0.220780689
1151,47,0.907142857,0.253430098
1152,47,0.56884058,0.206106474
1153,47,0.499113999,0.143974683
1154,47,0.946428571,0.143840185
1155,47,0.942857143,0.221431273
1156,47,0.878571429,0.106078393
1157,47,0.939285714,0.17603806
1158,47,0.778571429,0.166835816
1159,47,0.85,0.166999023
1160,47,0.438405797,0.233902742
1161,47,0.892857143,0.167029955
1162,47,0.544966867,0.189277651
1163,47,0.871428571,0.222433438
1164,47,0.535714286,0.164520483
1165,47,0.95,0.322511751
1166,47,0.485714286,0.166666667
1167,47,0.471943296,0.204252736
1168,47,0.732142857,0.105150037
1169,47,0.430005907,0.266362973
1170,47,0.485507246,0.265057801
1171,47,0.792857143,0.166871609
1247,47,0.756333333,0.759410782
1248,47,0.787666667,0.79214292
1249,47,0.784333333,0.787609232
1250,47,0.918666667,0.921266906
1251,47,0.925666667,0.927829745
1252,47,0.895333333,0.89705022
1253,47,0.922666667,0.924765213
1254,47,0.923,0.924779574
1255,47,0.921333333,0.923340641
1256,47,0.914333333,0.915783203
1257,47,0.918666667,0.920739182
1258,47,0.546511628,0.238325662
1259,47,0.541,0.539139716
1260,47,0.788,0.791529764
1261,47,0.779,0.782598203
1262,47,0.565333333,0.572262967
1263,47,0.916666667,0.918888928
1264,47,0.582333333,0.583280782
1265,47,0.915333333,0.91811476
1266,47,0.540333333,0.535491168
1267,47,0.899666667,0.903237577
1268,47,0.662,0.667283508
1269,47,0.883,0.886396029
1270,47,0.884666667,0.8867093
1271,47,0.625,0.628559431
1447,47,0.741666667,0.742058117
1448,47,0.797333333,0.798913128
1449,47,0.779333333,0.782316019
1450,47,0.921666667,0.9238678
1451,47,0.929333333,0.93104723
1452,47,0.907333333,0.907210613
1453,47,0.922333333,0.924842827
1454,47,0.926666667,0.927948794
1455,47,0.923333333,0.925213791
1456,47,0.914666667,0.915233212
1457,47,0.919,0.921393157
1458,47,0.608709372,0.193764257
1459,47,0.539666667,0.546358364
1460,47,0.796,0.80043098
1461,47,0.779,0.783090104
1462,47,0.575333333,0.562785202
1463,47,0.911,0.913451183
1464,47,0.499,0.494752478
1465,47,0.919,0.922084452
1466,47,0.550333333,0.538597022
1467,47,0.912,0.914742197
1468,47,0.658,0.661409052
1469,47,0.872,0.878385308
1470,47,0.887,0.88841296
1471,47,0.611333333,0.621504698
1847,47,0.455418381,0.179751431
1848,47,0.482853224,0.203638113
1849,47,0.566529492,0.200825776
1850,47,0.541152263,0.182889735
1851,47,0.423182442,0.111151128
1852,47,0.483539095,0.23414392
1853,47,0.511659808,0.146028599
1854,47,0.554183813,0.229190341
1855,47,0.670096022,0.104168937
1856,47,0.541152263,0.132109006
