model_id,model_type,v1,v2,v3,v4,distance,threshold,prominence,height,width
635,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,40,0,0
636,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,40,0,5
637,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,40,0,0
638,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,40,0,5
639,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,200,0,0
640,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,200,0,5
641,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,200,0,0
642,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,200,0,5
643,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,300,0,0
644,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,300,0,5
645,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,300,0,0
646,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,300,0,5
647,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,400,0,0
648,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,400,0,5
649,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,400,0,0
650,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,400,0,5
651,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,1000,0,0
652,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,1000,0,5
653,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,1000,0,0
654,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,1000,0,5
655,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,0,50,0
656,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,0,50,5
657,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,0,50,0
658,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,0,50,5
659,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,20,50,0
660,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,20,50,5
661,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,20,50,0
662,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,20,50,5
663,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,30,50,0
664,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,30,50,5
665,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,30,50,0
666,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,30,50,5
667,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,40,50,0
668,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,40,50,5
669,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,40,50,0
670,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,40,50,5
671,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,200,50,0
672,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,200,50,5
673,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,200,50,0
674,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,200,50,5
675,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,300,50,0
676,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,300,50,5
677,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,300,50,0
678,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,300,50,5
679,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,400,50,0
680,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,400,50,5
681,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,400,50,0
682,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,400,50,5
683,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,1000,50,0
684,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,1000,50,5
685,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,1000,50,0
686,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,1000,50,5
687,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,0,0,0
688,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,0,0,5
689,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,0,0,0
690,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,0,0,5
691,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,20,0,0
692,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,20,0,5
693,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,20,0,0
694,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,20,0,5
695,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,30,0,0
696,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,30,0,5
697,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,30,0,0
698,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,30,0,5
699,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,40,0,0
700,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,40,0,5
701,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,40,0,0
702,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,40,0,5
703,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,200,0,0
704,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,200,0,5
705,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,200,0,0
706,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,200,0,5
707,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,300,0,0
708,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,300,0,5
709,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,300,0,0
710,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,300,0,5
711,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,400,0,0
712,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,400,0,5
713,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,400,0,0
714,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,400,0,5
715,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,1000,0,0
716,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,1000,0,5
717,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,1000,0,0
718,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,1000,0,5
719,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,0,50,0
720,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,0,50,5
721,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,0,50,0
722,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,0,50,5
723,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,20,50,0
724,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,20,50,5
725,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,20,50,0
726,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,20,50,5
727,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,30,50,0
728,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,30,50,5
729,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,30,50,0
730,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,30,50,5
731,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,40,50,0
732,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,40,50,5
733,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,40,50,0
734,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,40,50,5
735,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,200,50,0
736,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,200,50,5
737,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,200,50,0
738,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,200,50,5
739,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,300,50,0
740,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,300,50,5
741,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,300,50,0
742,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,300,50,5
743,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,400,50,0
744,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,400,50,5
745,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,400,50,0
746,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,400,50,5
747,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,1000,50,0
748,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0,1000,50,5
749,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,1000,50,0
750,1,0.123656122,0.107174146,-0.123199257,0.164317589,350,0.5,1000,50,5
