dataset_id,model_id,according accuracy
18,279,0.9205
26,134,0.6065
26,557,0.8616
31,671,0.8767
18,735,0.928
18,158,0.934
10,235,0.51
14,964,0.9303
18,301,0.9335
34,629,0.775
14,919,0.9174
14,71,0.9174
18,589,0.9225
14,896,0.9368
15,532,0.976
4,273,0.932
31,753,0.8633
18,311,0.937
31,76,0.8767
26,420,0.6343
26,421,0.5523
18,246,0.9245
26,397,0.4982
31,331,0.87
18,142,0.9235
46,772,0.82
8,193,0.607
18,704,0.923
26,480,0.9335
57,171,0.974
14,862,0.9174
26,398,0.4477
18,848,0.923
14,612,0.9765
14,337,0.9161
18,347,0.834
18,623,0.9225
18,185,0.929
16,579,0.8235
62,322,0.75
31,321,0.9126
26,815,0.8676
18,909,0.926
37,699,0.9014
17,473,0.497
32,170,0.935
31,596,0.923
18,491,0.9245
53,814,0.993
14,829,0.9184
26,365,0.8847
26,899,0.886
18,793,0.9245
31,543,0.9395
14,649,0.9171
31,841,0.9672
4,676,0.737
14,611,0.9768
26,455,0.1268
26,691,0.6209
18,616,0.921
31,597,0.9303
18,907,0.925
64,326,0.557
18,745,0.934
18,96,0.9365
14,738,0.9319
26,99,0.9014
18,882,0.939
14,550,0.9477
26,107,0.8989
31,287,0.9302
14,897,0.8532
18,334,0.9245
18,254,0.9265
26,135,0.6173
26,409,0.656
26,138,0.8231
14,551,0.9184
18,68,0.928
18,888,0.924
2,102,0.815
61,788,0.826
26,522,0.91
10,210,0.532
31,243,0.86
26,867,0.7328
11,220,0.892
26,499,0.8603
4,674,0.55
49,776,0.833
18,573,0.924
18,307,0.945
26,530,0.9358
26,525,0.5634
26,531,0.5634
14,304,0.9168
64,468,0.205
4,751,0.931
18,310,0.9265
26,524,0.9323
51,340,0.933
14,587,0.9174
14,285,0.9187
25,872,0.992
18,853,0.9205
14,665,0.9461
26,399,0.7775
18,603,0.921
31,74,0.8733
14,666,0.9187
18,889,0.9245
18,750,0.9265
18,554,0.9255
64,717,0.592
31,851,0.904
11,229,0.89
18,912,0.9285
