dataset_id,model_id,according accuracy
18,280,0.928
18,555,0.9245
26,528,0.9153
25,720,0.875
18,905,0.924
26,482,0.5352
18,624,0.924
18,750,0.9265
18,301,0.9335
18,464,0.92
18,487,0.924
18,310,0.9265
58,222,0.561
64,784,0.987
26,371,0.6426
31,635,0.86
27,568,0.436
10,235,0.51
26,934,0.848
32,168,0.93
64,885,0.56
31,837,0.8533
26,899,0.886
7,736,0.925
18,827,0.922
16,581,0.8689
18,817,0.9265
18,185,0.929
14,733,0.9468
42,785,0.905
26,867,0.7328
31,839,0.9776
31,939,0.866
32,169,0.926
4,674,0.55
19,320,0.99
10,209,0.499
58,204,0.46
64,781,0.973
26,527,0.9246
14,768,0.9703
31,644,0.87
26,190,0.8206
65,719,0.911
26,373,0.3803
49,779,0.84
18,158,0.934
26,353,0.8603
11,219,0.882
31,838,0.9294
14,982,0.9184
15,506,0.974
26,428,0.8505
26,852,0.8219
26,415,0.5576
31,923,0.88
0,686,0.939
26,139,0.5634
31,812,0.9297
26,754,0.9438
18,588,0.9245
18,294,0.924
58,223,0.786
18,986,0.924
7,721,0.924
26,755,0.8567
58,756,0.81
14,548,0.9181
26,421,0.5523
26,417,0.5578
14,160,0.9458
55,471,0.726
18,347,0.834
26,858,0.8554
14,844,0.9116
18,995,0.9365
18,973,0.9255
55,472,0.772
18,877,0.927
26,166,0.9033
18,917,0.8885
18,660,0.925
4,700,0.583
31,300,0.8633
10,213,0.494
26,994,0.7034
26,346,0.9128
18,898,0.7825
18,989,0.933
18,680,0.9425
14,835,0.9184
26,970,0.8529
64,315,0.586
18,332,0.9385
14,337,0.9161
26,951,0.8456
7,767,0.922
14,113,0.9487
18,98,0.922
14,587,0.9174
64,869,0.671
18,874,0.925
18,617,0.9325
25,940,0.862
26,187,0.945
31,460,0.8733
31,559,0.8767
64,723,0.562
26,129,0.7917
18,86,0.9215
58,221,0.462
64,976,0.568
18,808,0.9245
26,443,0.9926
4,672,0.693
18,802,0.9265
18,516,0.9205
22,197,0.749
18,741,0.913
26,366,0.6282
26,520,0.8578
18,809,0.922
31,980,0.8733
18,711,0.9215
18,465,0.923
18,247,0.9245
14,744,0.9174
26,455,0.1268
58,231,0.567
31,619,0.8767
12,561,0.761
41,854,0.822
26,480,0.9335
21,575,0.98
64,975,0.678
18,928,0.9215
53,655,0.992
18,275,0.924
49,778,0.893
18,67,0.9275
26,130,0.7917
18,880,0.9245
14,257,0.9161
64,468,0.205
26,860,0.8603
18,269,0.9275
14,463,0.9116
26,524,0.9323
18,627,0.922
26,406,0.1268
62,322,0.75
26,763,0.9209
18,119,0.9175
14,253,0.9152
18,954,0.9225
26,696,0.9151
14,904,0.9158
14,622,0.9161
18,142,0.9235
31,800,0.8667
27,544,0.589
18,888,0.924
18,312,0.924
26,639,0.6814
18,78,0.9275
18,793,0.9245
26,261,0.704
2,101,0.8
46,772,0.82
18,292,0.9245
14,345,0.9184
18,969,0.923
18,495,0.923
26,766,0.9427
31,330,0.8667
37,699,0.9014
4,751,0.931
31,929,0.8733
26,360,0.6643
18,636,0.9265
18,650,0.9305
18,916,0.9195
57,171,0.974
18,554,0.9255
18,632,0.892
18,981,0.922
31,855,0.8767
58,282,0.71
14,176,0.9174
14,896,0.9368
31,748,0.8733
31,574,0.87
18,324,0.923
18,911,0.921
26,944,0.6534
14,739,0.94
18,789,0.927
26,769,0.9644
31,645,0.9178
31,749,0.8633
31,459,0.9314
18,801,0.925
26,396,0.5054
18,491,0.9245
26,577,0.8345
18,988,0.923
18,912,0.9285
31,996,0.8733
14,665,0.9461
14,861,0.9455
14,490,0.9135
18,157,0.92
14,241,0.949
26,398,0.4477
14,262,0.9158
26,121,0.911
58,232,0.783
32,167,0.937
26,557,0.8616
49,774,0.853
18,993,0.924
18,722,0.924
11,220,0.892
26,571,0.8824
24,469,0.742
18,308,0.937
18,726,0.923
26,382,0.6353
16,580,0.6745
18,148,0.927
18,794,0.923
26,240,0.9014
52,93,0.726
31,922,0.88
18,935,0.9235
31,967,0.9361
18,344,0.9205
47,605,0.831
26,175,0.9346
9,819,0.812
26,412,0.8848
26,531,0.5634
14,336,0.931
18,920,0.927
14,825,0.9152
14,551,0.9184
2,102,0.815
14,834,0.95
18,590,0.931
26,437,0.7867
55,481,0.754
26,384,0.6
14,738,0.9319
18,745,0.934
26,442,0.9877
18,894,0.925
18,985,0.9355
26,355,0.9084
64,293,0.954
31,188,0.86
32,84,0.902
61,900,0.625
18,535,0.9235
26,141,0.5634
26,466,0.8137
11,237,0.878
18,103,0.926
14,761,0.9529
14,348,0.9155
31,670,0.9267
18,562,0.923
11,238,0.895
14,611,0.9768
26,140,0.6895
64,868,0.685
26,97,0.9037
26,706,0.9399
26,370,0.8943
18,724,0.921
58,914,0.819
31,807,0.89
14,679,0.9474
18,921,0.9375
31,708,0.9214
26,948,0.9013
18,307,0.945
26,393,0.7735
18,821,0.9255
18,725,0.925
18,111,0.924
18,845,0.9305
31,539,0.8667
14,71,0.9174
31,74,0.8733
59,715,0.946
18,936,0.928
26,376,0.8853
52,90,0.722
14,962,0.9184
8,194,0.59
18,72,0.9215
26,949,0.7581
18,892,0.925
14,489,0.9429
26,132,0.5634
26,407,0.1268
26,124,0.5487
13,259,0.716
18,850,0.9315
26,932,0.9278
26,189,0.5092
47,604,0.908
32,83,0.94
