dataset_id,model_id,according accuracy
18,787,0.9255
26,125,0.5352
14,824,0.9458
26,947,0.9154
18,770,0.9185
18,633,0.934
18,685,0.927
62,322,0.75
14,678,0.9506
18,879,0.929
18,534,0.926
26,133,0.8456
14,463,0.9116
18,312,0.924
18,513,0.9165
18,86,0.9215
14,740,0.9729
31,838,0.9294
26,453,0.1268
58,206,0.704
31,287,0.9302
18,986,0.924
52,93,0.726
26,379,0.6208
31,297,0.87
14,982,0.9184
26,349,0.8326
8,194,0.59
18,813,0.9215
18,317,0.9285
26,385,0.5702
30,493,0.688
38,177,0.942
31,460,0.8733
64,804,0.642
14,738,0.9319
14,284,0.9448
14,864,0.9487
18,680,0.9425
46,773,0.867
64,518,0.628
38,178,0.923
31,843,0.8733
31,855,0.8767
14,490,0.9135
26,126,0.7132
26,244,0.8486
18,462,0.925
26,368,0.5493
41,265,0.799
64,784,0.987
31,543,0.9395
18,616,0.921
26,527,0.9246
64,792,0.616
58,230,0.458
26,857,0.8603
26,380,0.5946
18,651,0.928
18,847,0.923
18,683,0.924
18,602,0.9265
26,447,0.4621
34,630,0.793
34,629,0.775
18,516,0.9205
55,477,0.79
26,943,0.8981
18,103,0.926
18,292,0.9245
4,273,0.932
26,690,0.8627
18,997,0.9325
31,328,0.909
7,721,0.924
26,456,0.8383
18,142,0.9235
20,298,0.933
14,621,0.9471
18,606,0.917
26,132,0.5634
11,229,0.89
18,156,0.922
31,923,0.88
9,819,0.812
26,261,0.704
18,817,0.9265
26,361,0.3521
14,622,0.9161
18,877,0.927
52,92,0.711
64,782,0.967
2,101,0.8
14,825,0.9152
4,675,0.542
26,271,0.9014
26,396,0.5054
18,935,0.9235
58,224,0.858
18,120,0.9165
26,684,0.9014
26,394,0.491
31,638,0.928
46,890,0.843
18,276,0.9265
14,962,0.9184
26,415,0.5576
26,362,0.7675
7,767,0.922
10,227,0.536
10,213,0.494
53,655,0.992
26,135,0.6173
26,525,0.5634
26,504,0.8456
31,996,0.8733
31,644,0.87
18,332,0.9385
26,466,0.8137
31,181,0.8567
56,713,0.802
58,163,0.73
18,191,0.896
27,546,0.583
26,107,0.8989
38,277,0.888
4,333,0.932
14,266,0.9306
14,904,0.9158
14,250,0.9171
47,605,0.831
18,711,0.9215
18,937,0.924
32,82,0.9
18,625,0.925
18,585,0.92
18,77,0.928
26,479,0.6462
18,848,0.923
26,443,0.9926
26,972,0.8554
18,810,0.9215
58,233,0.863
18,155,0.6
56,714,0.851
58,234,0.713
26,529,0.7978
4,674,0.55
26,577,0.8345
