dataset_id,model_id,according accuracy
26,447,0.4621
14,834,0.95
26,290,0.8968
26,289,0.9014
14,648,0.939
18,797,0.926
26,899,0.886
18,882,0.939
32,169,0.926
49,779,0.84
26,353,0.8603
18,147,0.922
14,242,0.9184
26,409,0.656
64,518,0.628
18,203,0.9215
18,588,0.9245
14,266,0.9306
26,355,0.9084
26,417,0.5578
14,844,0.9116
18,186,0.9365
18,798,0.8945
14,991,0.9474
0,686,0.939
18,118,0.924
18,808,0.9245
18,920,0.927
26,948,0.9013
26,846,0.9323
55,477,0.79
31,806,0.916
18,917,0.8885
14,113,0.9487
18,312,0.924
26,404,0.0845
18,324,0.923
14,614,0.9323
26,165,0.8554
26,691,0.6209
26,261,0.704
31,306,0.8767
31,671,0.8767
18,258,0.936
18,85,0.936
37,701,0.8796
18,637,0.903
18,467,0.9225
31,645,0.9178
26,456,0.8383
26,427,0.1549
18,301,0.9335
26,397,0.4982
46,870,0.84
18,120,0.9165
26,523,0.6895
18,711,0.9215
18,889,0.9245
46,542,0.839
18,150,0.924
31,486,0.9307
64,868,0.685
14,896,0.9368
31,600,0.9303
14,881,0.9161
58,208,0.709
26,359,0.6838
31,329,0.8733
18,636,0.9265
26,388,0.5702
26,128,0.507
26,411,0.8946
14,336,0.931
18,938,0.927
55,481,0.754
4,758,0.765
18,334,0.9245
26,373,0.3803
18,513,0.9165
55,472,0.772
14,201,0.9161
26,136,0.9083
64,804,0.642
26,520,0.8578
18,492,0.927
26,378,0.8199
29,162,0.629
50,94,0.918
18,954,0.9225
22,199,0.814
18,878,0.927
59,715,0.946
51,339,0.929
22,197,0.749
18,69,0.927
26,398,0.4477
26,428,0.8505
18,458,0.9415
26,393,0.7735
18,191,0.896
26,104,0.823
18,898,0.7825
18,623,0.9225
18,741,0.913
26,419,0.654
26,765,0.9197
58,225,0.713
57,172,0.97
26,131,0.6643
26,949,0.7581
10,218,0.548
14,507,0.9432
26,446,0.5881
26,866,0.9153
14,666,0.9187
18,565,0.9265
11,229,0.89
18,989,0.933
14,828,0.9448
26,706,0.9399
18,497,0.926
18,685,0.927
52,93,0.726
20,299,0.929
24,469,0.742
14,612,0.9765
18,154,0.9275
26,951,0.8456
14,835,0.9184
4,335,0.917
18,332,0.9385
18,651,0.928
18,148,0.927
26,654,0.9014
18,663,0.9245
26,127,0.5634
14,621,0.9471
31,300,0.8633
58,234,0.713
26,190,0.8206
26,132,0.5634
27,544,0.589
18,275,0.924
42,785,0.905
18,73,0.8885
26,661,0.9014
26,476,0.9141
10,235,0.51
18,880,0.9245
18,156,0.922
18,987,0.926
14,144,0.9184
18,254,0.9265
14,862,0.9174
18,891,0.9285
56,713,0.802
58,163,0.73
64,784,0.987
14,514,0.9352
26,695,0.8922
26,392,0.7995
18,847,0.923
64,100,0.513
31,996,0.8733
18,793,0.9245
26,684,0.9014
60,703,0.74
31,646,0.87
18,683,0.924
26,432,0.4874
38,177,0.942
18,159,0.924
26,346,0.9128
41,265,0.799
18,988,0.923
14,200,0.941
18,705,0.913
14,861,0.9455
26,381,0.6201
8,193,0.607
26,771,0.8326
31,543,0.9395
26,362,0.7675
26,354,0.9099
54,66,0.989
31,564,0.86
18,805,0.926
14,738,0.9319
18,856,0.923
26,371,0.6426
26,141,0.5634
18,110,0.924
18,308,0.937
18,888,0.924
26,97,0.9037
43,558,0.904
26,429,0.6099
18,632,0.892
18,681,0.924
9,819,0.812
26,413,0.9902
18,111,0.924
65,719,0.911
26,803,0.9157
4,759,0.748
18,966,0.9235
14,665,0.9461
26,416,0.5717
26,941,0.828
18,879,0.929
14,257,0.9161
18,710,0.9215
40,510,0.902
32,81,0.902
18,589,0.9225
11,212,0.888
14,508,0.9184
26,763,0.9209
18,78,0.9275
26,383,0.5655
18,906,0.924
14,904,0.9158
18,905,0.924
26,522,0.91
58,756,0.81
14,598,0.9184
26,391,0.7888
32,168,0.93
41,959,0.836
18,742,0.9225
26,75,0.8578
26,125,0.5352
64,511,0.43
26,137,0.5634
18,247,0.9245
26,857,0.8603
18,822,0.9255
31,338,0.8767
38,319,0.957
31,174,0.8767
31,270,0.87
49,775,0.82
18,87,0.9345
4,556,0.934
18,157,0.92
18,465,0.923
18,576,0.901
18,789,0.927
14,70,0.9465
18,593,0.925
58,914,0.819
31,727,0.8767
62,322,0.75
14,241,0.949
18,98,0.922
45,927,0.796
18,677,0.9295
31,181,0.8567
18,799,0.927
26,932,0.9278
26,500,0.8505
18,827,0.922
18,752,0.925
18,658,0.915
14,737,0.94
26,867,0.7328
18,627,0.922
31,297,0.87
15,532,0.976
16,578,0.8167
26,422,0.5199
18,787,0.9255
18,279,0.9205
18,487,0.924
31,923,0.88
47,605,0.831
26,365,0.8847
31,795,0.9319
18,616,0.921
18,724,0.921
18,316,0.926
5,116,0.48
26,357,0.9232
18,726,0.923
18,535,0.9235
26,943,0.8981
61,788,0.826
18,831,0.9265
31,708,0.9214
18,813,0.9215
26,139,0.5634
31,922,0.88
26,871,0.9014
26,858,0.8554
58,230,0.458
58,205,0.513
26,443,0.9926
14,687,0.9187
26,130,0.7917
18,652,0.9315
18,930,0.92
26,569,0.8284
26,530,0.9358
26,106,0.9068
31,855,0.8767
18,553,0.9305
26,521,0.9125
31,331,0.87
18,263,0.9245
26,380,0.5946
14,829,0.9184
26,693,0.8949
18,730,0.9325
18,555,0.9245
31,459,0.9314
26,134,0.6065
14,551,0.9184
11,216,0.896
31,748,0.8733
14,918,0.9394
31,668,0.8767
31,956,0.86
26,415,0.5576
26,766,0.9427
18,595,0.921
4,672,0.693
18,248,0.938
18,836,0.9005
14,281,0.9742
26,496,0.9014
18,377,0.9285
31,330,0.8667
18,115,0.921
14,256,0.9468
46,820,0.839
18,509,0.9285
14,864,0.9487
14,768,0.9703
18,549,0.9245
26,430,0.6007
14,615,0.9739
12,560,0.788
18,912,0.9285
26,659,0.848
26,349,0.8326
18,704,0.923
18,892,0.925
18,540,0.923
26,390,0.7887
14,740,0.9729
18,246,0.9245
18,341,0.9165
18,283,0.924
14,992,0.9174
14,897,0.8532
25,872,0.992
18,145,0.926
64,978,0.205
46,961,0.841
64,952,0.559
26,423,0.4982
18,286,0.922
20,298,0.933
31,552,0.8767
58,231,0.567
26,503,0.8578
26,366,0.6282
26,526,0.902
26,445,0.5779
14,343,0.9187
46,772,0.82
18,801,0.925
31,321,0.9126
14,965,0.9165
19,320,0.99
26,360,0.6643
37,699,0.9014
18,608,0.39
64,791,0.587
18,910,0.928
31,812,0.9297
18,983,0.921
16,583,0.828
18,993,0.924
18,874,0.925
26,452,0.8635
64,781,0.973
18,603,0.921
26,240,0.9014
26,454,0.1408
18,296,0.9245
2,101,0.8
18,928,0.9215
10,236,0.549
26,450,0.8601
10,213,0.494
58,204,0.46
27,546,0.583
26,479,0.6462
61,702,0.748
31,644,0.87
14,678,0.9506
0,318,0.938
26,790,0.9037
26,502,0.875
11,219,0.882
18,747,0.9175
31,597,0.9303
14,586,0.9471
18,650,0.9305
26,367,0.8945
58,207,0.844
58,249,0.809
18,884,0.923
4,823,0.932
26,368,0.5493
26,129,0.7917
26,451,0.8544
26,692,0.9232
26,126,0.7132
18,811,0.9215
58,224,0.858
26,358,0.4648
18,764,0.9215
14,622,0.9161
26,697,0.9404
14,304,0.9168
18,302,0.929
26,994,0.7034
34,629,0.775
18,958,0.9275
53,814,0.993
18,968,0.928
16,579,0.8235
26,886,0.9151
36,698,0.593
26,356,0.6715
31,749,0.8633
14,262,0.9158
17,473,0.497
18,821,0.9255
26,499,0.8603
18,984,0.9215
18,268,0.922
64,618,0.24
18,488,0.924
18,680,0.9425
18,757,0.932
26,933,0.8627
26,421,0.5523
18,512,0.9245
11,220,0.892
18,251,0.933
4,273,0.932
32,82,0.9
26,412,0.8848
18,936,0.928
64,468,0.205
