dataset_id,model_id,according accuracy
26,376,0.8853
26,165,0.8554
14,903,0.8265
31,955,0.9552
26,504,0.8456
26,571,0.8824
26,187,0.945
64,323,0.781
14,881,0.9161
18,968,0.928
26,105,0.8382
44,826,0.815
26,362,0.7675
18,324,0.923
18,667,0.9215
12,560,0.788
14,739,0.94
26,684,0.9014
26,166,0.9033
18,988,0.923
14,284,0.9448
14,918,0.9394
18,811,0.9215
26,430,0.6007
18,203,0.9215
14,991,0.9474
26,271,0.9014
14,864,0.9487
18,859,0.9245
64,723,0.562
55,477,0.79
58,207,0.844
26,503,0.8578
26,901,0.8634
26,858,0.8554
14,621,0.9471
1,527,0.508
18,953,0.9225
26,760,0.922
5,116,0.48
4,673,0.502
18,588,0.9245
14,253,0.9152
18,893,0.838
38,277,0.888
26,353,0.8603
26,454,0.1408
14,160,0.9458
18,724,0.921
15,506,0.974
18,607,0.918
18,810,0.9215
26,925,0.8205
41,265,0.799
31,300,0.8633
15,532,0.976
18,742,0.9225
26,639,0.6814
31,328,0.909
63,783,0.959
26,360,0.6643
18,794,0.923
61,900,0.625
18,202,0.927
26,528,0.9153
18,808,0.9245
26,451,0.8544
3,319,0.946
1,708,0.947
26,972,0.8554
18,148,0.927
26,521,0.9125
31,939,0.866
26,446,0.5881
26,769,0.9644
18,589,0.9225
18,590,0.931
16,582,0.8691
18,805,0.926
26,412,0.8848
18,461,0.9245
26,946,0.8657
1,868,0.883
18,67,0.9275
3,978,0.502
18,709,0.924
18,850,0.9315
26,399,0.7775
38,178,0.923
64,792,0.616
31,327,0.8867
18,974,0.9245
18,344,0.9205
26,942,0.9087
31,330,0.8667
26,405,0.1268
18,85,0.936
64,326,0.557
14,586,0.9471
26,109,0.9037
11,212,0.888
26,146,0.848
18,316,0.926
61,788,0.826
18,157,0.92
14,250,0.9171
12,561,0.761
26,124,0.5487
18,747,0.9175
18,180,0.9425
18,276,0.9265
18,377,0.9285
23,197,0.67
14,514,0.9352
31,484,0.8733
26,950,0.9323
26,136,0.9083
26,424,0.8635
14,285,0.9187
14,896,0.9368
20,298,0.933
26,410,0.6312
10,227,0.536
26,126,0.7132
52,91,0.711
18,935,0.9235
18,938,0.927
7,609,0.924
18,312,0.924
18,248,0.938
65,718,0.884
39,873,0.872
26,189,0.5092
18,796,0.927
18,770,0.9185
26,261,0.704
18,610,0.925
18,110,0.924
63,717,0.484
14,744,0.9174
14,613,0.9255
31,646,0.87
8,193,0.607
18,624,0.924
56,714,0.851
14,982,0.9184
18,155,0.6
18,147,0.922
26,408,0.5634
18,263,0.9245
3,791,0.87
31,619,0.8767
31,645,0.9178
31,559,0.8767
18,72,0.9215
26,355,0.9084
26,519,0.8501
4,700,0.583
14,897,0.8532
18,735,0.928
31,331,0.87
26,393,0.7735
26,440,0.1549
32,170,0.935
14,620,0.9171
18,534,0.926
26,75,0.8578
26,365,0.8847
26,432,0.4874
3,178,0.91
14,343,0.9187
18,296,0.9245
18,69,0.927
26,422,0.5199
63,511,0.533
18,458,0.9415
14,648,0.939
58,249,0.809
16,581,0.8689
18,462,0.925
26,407,0.1268
26,387,0.5702
26,525,0.5634
26,418,0.6562
26,390,0.7887
26,692,0.9232
64,717,0.592
7,736,0.925
52,89,0.728
14,732,0.9168
46,870,0.84
14,490,0.9135
3,177,0.922
26,846,0.9323
7,767,0.922
64,781,0.973
58,282,0.71
26,527,0.9246
26,409,0.656
23,872,0.834
18,295,0.926
64,100,0.513
46,961,0.841
18,845,0.9305
4,273,0.932
31,812,0.9297
18,930,0.92
58,230,0.458
18,993,0.924
18,185,0.929
4,672,0.693
63,517,0.509
18,274,0.923
18,898,0.7825
63,885,0.474
31,641,0.86
26,417,0.5578
18,572,0.9385
58,222,0.561
33,688,0.913
26,766,0.9427
64,780,0.973
31,644,0.87
26,690,0.8627
64,784,0.987
14,622,0.9161
26,431,0.6032
14,992,0.9174
63,323,0.952
26,414,0.6072
26,439,0.1408
14,342,0.9406
18,239,0.9295
26,944,0.6534
14,861,0.9455
18,984,0.9215
18,832,0.9215
26,398,0.4477
26,450,0.8601
31,600,0.9303
14,614,0.9323
9,819,0.812
14,919,0.9174
18,627,0.922
58,206,0.704
18,87,0.9345
26,994,0.7034
52,93,0.726
31,843,0.8733
1,641,0.901
31,552,0.8767
4,676,0.737
18,658,0.915
26,363,0.7721
18,746,0.9275
18,593,0.925
54,66,0.989
26,498,0.8775
26,569,0.8284
26,438,0.1268
46,820,0.839
18,789,0.927
26,303,0.8456
18,822,0.9255
18,711,0.9215
14,862,0.9174
31,539,0.8667
26,130,0.7917
46,890,0.843
26,289,0.9014
52,90,0.722
23,600,0.071
14,176,0.9174
14,71,0.9174
51,339,0.929
58,233,0.863
26,397,0.4982
26,140,0.6895
18,294,0.924
18,798,0.8945
18,491,0.9245
17,473,0.497
14,964,0.9303
31,181,0.8567
26,934,0.848
14,548,0.9181
63,784,0.974
18,88,0.937
26,133,0.8456
18,817,0.9265
18,554,0.9255
18,156,0.922
14,266,0.9306
16,578,0.8167
18,995,0.9365
18,916,0.9195
18,910,0.928
18,764,0.9215
31,795,0.9319
27,544,0.589
49,777,0.84
46,773,0.867
14,687,0.9187
26,529,0.7978
18,286,0.922
31,314,0.928
30,493,0.688
52,92,0.711
18,757,0.932
26,401,0.7913
53,814,0.993
26,361,0.3521
31,338,0.8767
54,592,0.876
26,570,0.8284
31,800,0.8667
26,426,0.1268
18,848,0.923
64,782,0.967
26,480,0.9335
18,920,0.927
31,591,0.8733
18,957,0.919
26,413,0.9902
14,737,0.94
26,445,0.5779
18,863,0.929
36,698,0.593
26,659,0.848
26,479,0.6462
18,149,0.923
64,517,0.634
31,682,0.8633
18,879,0.929
31,638,0.928
26,366,0.6282
18,334,0.9245
26,689,0.7862
18,272,0.9215
48,117,0.281
26,421,0.5523
18,849,0.924
18,470,0.927
26,404,0.0845
26,138,0.8231
26,378,0.8199
18,145,0.926
18,350,0.923
18,842,0.923
18,650,0.9305
60,703,0.74
31,855,0.8767
19,320,0.99
18,283,0.924
26,706,0.9399
26,129,0.7917
64,976,0.568
56,713,0.802
49,775,0.82
26,577,0.8345
31,830,0.6833
26,402,0.7878
31,243,0.86
26,948,0.9013
62,322,0.75
26,452,0.8635
14,678,0.9506
18,184,0.928
26,123,0.5634
14,201,0.9161
26,866,0.9153
4,759,0.748
26,313,0.906
14,267,0.9148
26,949,0.7581
46,960,0.841
32,167,0.937
31,537,0.86
58,208,0.709
26,427,0.1549
14,256,0.9468
26,367,0.8945
18,68,0.928
26,453,0.1268
26,815,0.8676
26,712,0.5819
18,631,0.9
26,661,0.9014
40,510,0.902
18,985,0.9355
18,536,0.9225
31,329,0.8733
18,954,0.9225
31,670,0.9267
31,564,0.86
18,730,0.9325
1,795,0.946
31,596,0.923
26,435,0.7901
47,605,0.831
26,895,0.8456
26,406,0.1268
26,526,0.902
26,449,0.4838
26,134,0.6065
14,70,0.9465
31,270,0.87
26,448,0.4657
26,694,0.8746
18,981,0.922
26,754,0.9438
7,721,0.924
4,601,0.84
31,922,0.88
18,96,0.9365
14,345,0.9184
4,333,0.932
63,319,0.954
18,302,0.929
24,469,0.742
31,321,0.9126
18,495,0.923
18,797,0.926
18,813,0.9215
26,420,0.6343
18,467,0.9225
26,755,0.8567
26,442,0.9877
14,598,0.9184
10,209,0.499
18,608,0.39
26,437,0.7867
14,666,0.9187
64,977,0.736
26,765,0.9197
32,81,0.902
11,216,0.896
31,538,0.8667
2,101,0.8
14,304,0.9168
4,674,0.55
25,718,0.89
18,540,0.923
18,307,0.945
31,838,0.9294
18,617,0.9325
31,727,0.8767
9,818,0.814
18,880,0.9245
28,567,0.993
26,396,0.5054
26,434,0.4874
18,787,0.9255
26,137,0.5634
18,154,0.9275
26,433,0.4693
18,191,0.896
18,196,0.912
64,468,0.205
31,662,0.8667
45,927,0.796
18,183,0.9265
18,186,0.9365
14,337,0.9161
26,871,0.9014
26,447,0.4621
18,268,0.922
26,139,0.5634
22,199,0.814
31,749,0.8633
31,806,0.916
14,828,0.9448
26,695,0.8922
18,969,0.923
0,318,0.938
58,223,0.786
64,518,0.628
26,693,0.8949
14,615,0.9739
18,883,0.936
4,153,0.761
31,851,0.904
26,175,0.9346
18,911,0.921
18,741,0.913
18,535,0.9235
14,679,0.9474
18,931,0.9245
55,472,0.772
26,370,0.8943
18,159,0.924
31,647,0.9
18,77,0.928
2,102,0.815
18,907,0.925
26,970,0.8529
18,856,0.923
18,565,0.9265
14,348,0.9155
32,82,0.9
64,179,0.553
26,400,0.7867
31,255,0.8633
23,995,0.777
64,804,0.642
26,697,0.9404
31,837,0.8533
18,280,0.928
26,899,0.886
49,774,0.853
26,411,0.8946
26,384,0.6
18,680,0.9425
31,174,0.8767
26,127,0.5634
21,575,0.98
26,429,0.6099
26,524,0.9323
10,210,0.532
20,299,0.929
26,290,0.8968
41,959,0.836
27,568,0.436
18,269,0.9275
3,456,0.778
18,892,0.925
18,836,0.9005
14,257,0.9161
18,642,0.9265
18,669,0.9405
18,847,0.923
31,297,0.87
18,710,0.9215
25,325,0.978
18,118,0.924
31,708,0.9214
18,752,0.925
26,359,0.6838
14,144,0.9184
26,356,0.6715
47,604,0.908
14,665,0.9461
18,112,0.923
14,241,0.949
18,576,0.901
18,594,0.9245
18,251,0.933
18,917,0.8885
14,336,0.931
26,364,0.8439
3,277,0.807
26,132,0.5634
11,237,0.878
14,507,0.9432
18,254,0.9265
43,558,0.904
18,464,0.92
14,824,0.9458
